date,adm2_id,ADM2_PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
2021-01-01,25840,LK45,41.0,101.5854,38.2098,292.8049,183.9545,986.5122,827.5935,246.6697,156.1216,118.9732,final
2021-01-11,25840,LK45,41.0,120.561,24.2545,328.9024,127.3837,1087.8049,795.4455,429.2027,246.6831,136.2978,final
2021-01-21,25840,LK45,41.0,7.0,26.0366,229.1463,88.5008,1080.4634,730.1756,38.664,242.7862,147.325,final
2021-02-01,25840,LK45,41.0,10.122,16.4992,137.6829,66.7902,931.1707,604.9163,70.3373,192.3199,153.0567,final
2021-02-11,25840,LK45,41.0,6.7073,10.7528,23.8293,53.2886,829.1463,484.9309,74.3187,53.4524,169.5482,final
2021-02-21,25840,LK45,41.0,3.8049,7.2797,20.6341,34.5317,735.9024,357.5837,71.7029,68.7918,202.9204,final
2021-03-01,25840,LK45,41.0,6.1707,12.0911,16.6829,30.1236,447.1707,280.8683,65.3601,66.5019,157.1745,final
2021-03-11,25840,LK45,41.0,2.5854,9.1805,12.561,28.5512,365.2927,209.2236,53.4916,58.5221,171.1918,final
2021-03-21,25840,LK45,41.0,6.0976,10.965,14.8537,32.2366,264.6341,155.2691,69.5116,58.8439,166.1739,final
2021-04-01,25840,LK45,41.0,12.2195,24.5049,20.9024,44.6504,175.2683,141.5642,58.3616,56.5457,122.2375,final
2021-04-11,25840,LK45,41.0,70.8537,32.3366,89.1707,67.8065,125.561,149.6463,203.1617,127.4582,84.9133,final
2021-04-21,25840,LK45,41.0,15.0976,26.5683,98.1707,83.4098,133.6585,150.178,63.6638,115.8024,89.6868,final
2021-05-01,25840,LK45,41.0,12.5366,11.1837,98.4878,70.0886,136.0732,144.8626,108.3593,135.4597,94.3244,final
2021-05-11,25840,LK45,41.0,4.6098,5.8089,32.2439,43.561,133.9756,139.9187,88.9056,78.8707,96.0358,final
2021-05-21,25840,LK45,41.0,3.561,2.8407,20.7073,19.8333,133.7317,135.4797,109.1871,102.9296,98.7985,final
2021-06-01,25840,LK45,41.0,4.3659,0.5837,12.5366,9.2333,131.9268,123.9724,167.7344,117.1746,105.9374,final
2021-06-11,25840,LK45,41.0,0.0,0.0,7.9268,3.4244,129.3415,114.7919,100.0,133.5392,111.6591,final
2021-06-21,25840,LK45,41.0,0.0,0.0,4.3659,0.5837,123.2439,103.8268,100.0,135.7351,117.0584,final
2021-07-01,25840,LK45,41.0,0.0,0.0,0.0,0.0,111.0244,79.322,100.0,100.0,135.4923,final
2021-07-11,25840,LK45,41.0,0.0,0.0,0.0,0.0,40.1707,46.9854,100.0,100.0,88.0414,final
2021-07-21,25840,LK45,41.0,0.0244,0.0626,0.0244,0.0626,25.0976,20.4797,99.2452,99.6203,115.1507,final
2021-08-01,25840,LK45,41.0,0.122,0.2821,0.1463,0.3447,12.6829,9.578,96.9678,98.0824,115.859,final
2021-08-11,25840,LK45,41.0,1.561,0.5902,1.7073,0.935,9.6341,4.3593,117.3647,107.0632,136.7342,final
2021-08-21,25840,LK45,41.0,4.9756,3.3228,6.6585,4.1951,11.0488,4.8415,119.8593,117.354,141.8242,final
2021-09-01,25840,LK45,41.0,7.3171,10.6098,13.8537,14.5228,14.0,14.8675,78.9062,97.2715,96.5116,final
2021-09-11,25840,LK45,41.0,11.8293,10.3195,24.122,24.252,25.8293,25.187,109.8551,99.6202,101.8253,final
2021-09-21,25840,LK45,41.0,22.439,21.6675,41.5854,42.5967,48.2683,46.8545,102.8932,98.0771,102.4867,final
2021-10-01,25840,LK45,41.0,113.0732,42.461,147.3415,74.448,161.3415,89.3154,248.7795,186.3176,172.5225,final
2021-10-11,25840,LK45,41.0,14.5122,56.4024,150.0244,120.5309,175.8537,145.7179,31.7776,122.595,119.3528,final
2021-10-21,25840,LK45,41.0,151.8293,91.3065,279.4146,190.1699,327.6585,236.9618,162.8439,144.5845,136.725,final
2021-11-01,25840,LK45,41.0,359.878,141.7585,526.2195,289.4675,687.4146,378.4382,248.6248,179.0577,179.5433,final
2021-11-11,25840,LK45,41.0,125.4878,130.7382,637.1951,363.8033,811.3415,508.5862,96.132,173.1379,158.3809,final
2021-11-21,25840,LK45,41.0,257.2439,134.6268,742.6098,407.1236,1063.6098,639.8902,187.8177,180.4285,165.1986,final
2021-12-01,25840,LK45,41.0,14.6829,88.8065,397.4146,354.1715,1070.9756,718.087,20.9825,111.8744,148.4679,final
2021-12-11,25840,LK45,41.0,27.0488,80.8252,298.9756,304.2585,1086.1951,788.5927,37.3419,98.3189,137.2659,final
2021-12-21,25840,LK45,41.0,21.1707,64.9195,62.9024,234.5512,1084.9268,831.8447,37.4298,29.8107,130.0628,final
2022-01-01,25840,LK45,41.0,15.7561,38.2098,63.9756,183.9545,987.6098,827.5935,48.0357,38.1407,119.1043,final
2022-01-11,25840,LK45,41.0,9.6098,24.2545,46.5366,127.3837,982.7073,795.4455,49.9402,41.1523,123.2495,final
2022-01-21,25840,LK45,41.0,11.6585,26.0366,37.0244,88.5008,842.5366,730.1756,53.6739,47.7401,115.1803,final
2022-02-01,25840,LK45,41.0,13.2683,16.4992,34.5366,66.7902,495.9268,604.9163,84.972,57.9977,82.2757,final
2022-02-11,25840,LK45,41.0,39.3902,10.7528,64.3171,53.2886,409.8293,484.9309,281.7919,117.4257,84.8258,final
2022-02-21,25840,LK45,41.0,4.0488,7.2797,56.7073,34.5317,156.6341,357.5837,73.6891,149.7973,45.3323,final
2022-03-01,25840,LK45,41.0,17.3415,12.0911,60.7805,30.1236,159.2927,280.8683,130.7202,176.4062,58.2025,final
2022-03-11,25840,LK45,41.0,5.9268,9.1805,27.3171,28.5512,138.1707,209.2236,77.0554,96.7987,67.5889,final
2022-03-21,25840,LK45,41.0,6.3415,10.965,29.6098,32.2366,123.3415,155.2691,71.0394,93.7807,80.6814,final
2022-04-01,25840,LK45,41.0,63.8049,24.5049,76.0732,44.6504,171.3902,141.5642,233.1983,157.4978,119.6788,final
2022-04-11,25840,LK45,41.0,101.2927,32.3366,171.439,67.8065,263.0732,149.6463,284.6877,233.1926,171.0488,final
2022-04-21,25840,LK45,41.0,31.1463,26.5683,196.2439,83.4098,282.561,150.178,114.502,220.7948,182.6474,final
2022-05-01,25840,LK45,41.0,8.6585,11.1837,141.0976,70.0886,277.9512,144.8626,84.3967,188.663,185.9398,final
2022-05-11,25840,LK45,41.0,0.4146,5.8089,40.2195,43.561,238.9756,139.9187,50.094,93.7614,166.0738,final
2022-05-21,25840,LK45,41.0,0.3415,2.8407,9.4146,19.8333,235.2683,135.4797,68.1253,65.077,168.5928,final
2022-06-01,25840,LK45,41.0,0.3902,0.5837,1.1463,9.2333,218.3171,123.9724,96.5347,57.9532,170.421,final
2022-06-11,25840,LK45,41.0,0.0,0.0,0.7317,3.4244,212.3902,114.7919,100.0,79.9419,178.2089,final
2022-06-21,25840,LK45,41.0,0.0,0.0,0.3902,0.5837,206.0488,103.8268,100.0,98.1718,189.8048,final
2022-07-01,25840,LK45,41.0,0.0,0.0,0.0,0.0,142.2439,79.322,100.0,100.0,170.444,final
2022-07-11,25840,LK45,41.0,0.0,0.0,0.0,0.0,40.9512,46.9854,100.0,100.0,89.4111,final
2022-07-21,25840,LK45,41.0,0.8049,0.0626,0.8049,0.0626,10.6098,20.4797,114.662,107.3766,67.618,final
2022-08-01,25840,LK45,41.0,0.5122,0.2821,1.3171,0.3447,2.4634,9.578,104.3559,109.3996,63.6601,final
2022-08-11,25840,LK45,41.0,0.5122,0.5902,1.8293,0.935,2.561,4.3593,98.6038,108.1784,87.4759,final
2022-08-21,25840,LK45,41.0,14.2195,3.3228,15.2439,4.1951,16.439,4.8415,230.927,177.8351,178.143,final
2022-09-01,25840,LK45,41.0,8.2927,10.6098,23.0244,14.5228,24.3415,14.8675,85.1562,134.6683,138.0979,final
2022-09-11,25840,LK45,41.0,1.5854,10.3195,24.0976,24.252,25.9268,25.187,42.9868,99.549,102.1026,final
2022-09-21,25840,LK45,41.0,4.9268,21.6675,14.8049,42.5967,30.8537,46.8545,37.2245,47.1605,71.8565,final
2022-10-01,25840,LK45,41.0,61.0732,42.461,67.5854,74.448,91.9268,89.3154,139.2158,91.8736,102.6294,final
2022-10-11,25840,LK45,41.0,84.4146,56.4024,150.4146,120.5309,176.3415,145.7179,145.6207,122.894,119.6661,final
2022-10-21,25840,LK45,41.0,137.8293,91.3065,283.3171,190.1699,313.3659,236.9618,148.307,146.534,130.9376,final
2022-11-01,25840,LK45,41.0,170.0244,141.7585,392.2683,289.4675,482.878,378.4382,119.2601,134.3279,126.8871,final
2022-11-11,25840,LK45,41.0,116.3659,130.7382,424.2195,363.8033,598.7317,508.5862,89.4117,116.1626,117.3829,final
2022-11-21,25840,LK45,41.0,4.9512,134.6268,291.3415,407.1236,589.4634,639.8902,7.127,72.2427,92.2407,final
2022-12-01,25840,LK45,41.0,155.6585,88.8065,276.9756,354.1715,736.8293,718.087,171.2659,78.8023,102.5742,final
2022-12-11,25840,LK45,41.0,39.439,80.8252,200.0488,304.2585,774.6829,788.5927,51.7785,66.8395,98.2582,final
2022-12-21,25840,LK45,41.0,45.0976,64.9195,240.1951,234.5512,814.8537,831.8447,71.6503,102.3079,97.9817,final
2023-01-01,25840,LK45,41.0,6.6829,38.2098,91.2195,183.9545,760.4634,827.5935,27.0377,52.1873,91.9854,final
2023-01-11,25840,LK45,41.0,5.2439,24.2545,57.0244,127.3837,681.2927,795.4455,35.0165,48.7863,85.8274,final
2023-01-21,25840,LK45,41.0,58.2195,26.0366,70.1463,88.5008,601.6829,730.1756,203.6935,81.3662,82.6402,final
2023-02-01,25840,LK45,41.0,125.7561,16.4992,189.2195,66.7902,557.4146,604.9163,608.1909,259.4334,92.2751,final
2023-02-11,25840,LK45,41.0,4.0244,10.7528,188.0,53.2886,445.0732,484.9309,57.2874,312.8525,91.9468,final
2023-02-21,25840,LK45,41.0,6.6585,7.2797,136.439,34.5317,446.7805,357.5837,94.9417,328.8422,124.2657,final
2023-03-01,25840,LK45,41.0,3.0732,12.0911,13.7561,30.1236,294.1951,280.8683,47.2362,59.2073,104.5817,final
2023-03-11,25840,LK45,41.0,9.878,9.1805,19.6098,28.5512,264.6341,209.2236,104.9192,76.8063,125.2758,final
2023-03-21,25840,LK45,41.0,20.561,10.965,33.5122,32.2366,240.0976,155.2691,160.1059,103.0202,151.3275,final
2023-04-01,25840,LK45,41.0,8.7073,24.5049,39.1463,44.6504,242.122,141.5642,46.4578,89.9286,166.3466,final
2023-04-11,25840,LK45,41.0,1.2439,32.3366,30.5122,67.8065,238.122,149.6463,16.7233,52.0679,155.4198,final
2023-04-21,25840,LK45,41.0,41.5366,26.5683,51.4878,83.4098,221.439,150.178,147.4156,65.8259,144.4886,final
2023-05-01,25840,LK45,41.0,103.3415,11.1837,146.122,70.0886,199.0244,144.8626,669.4464,194.9365,134.9741,final
2023-05-11,25840,LK45,41.0,3.0976,5.8089,147.9756,43.561,198.0976,139.9187,74.9154,294.9454,138.8069,final
2023-05-21,25840,LK45,41.0,3.4146,2.8407,109.8537,19.8333,194.8537,135.4797,107.3206,401.7441,140.8126,final
2023-06-01,25840,LK45,41.0,0.5366,0.5837,7.0488,9.2333,192.3171,123.9724,99.1555,88.6418,151.014,final
2023-06-11,25840,LK45,41.0,0.0,0.0,3.9512,3.4244,182.439,114.7919,100.0,103.9244,154.208,final
2023-06-21,25840,LK45,41.0,0.0,0.0,0.5366,0.5837,161.878,103.8268,100.0,99.5545,150.9996,final
2023-07-01,25840,LK45,41.0,0.0,0.0,0.0,0.0,153.1707,79.322,100.0,100.0,182.6771,final
2023-07-11,25840,LK45,41.0,0.0,0.0,0.0,0.0,151.9268,46.9854,100.0,100.0,284.1551,final
2023-07-21,25840,LK45,41.0,0.0,0.0626,0.0,0.0626,110.3902,20.4797,98.7634,99.3779,394.9853,final
2023-08-01,25840,LK45,41.0,0.1463,0.2821,0.1463,0.3447,7.1951,9.578,97.4296,98.0824,87.8286,final
2023-08-11,25840,LK45,41.0,0.4634,0.5902,0.6098,0.935,4.561,4.3593,97.7312,97.026,101.4041,final
2023-08-21,25840,LK45,41.0,3.0244,3.3228,3.6341,4.1951,4.1707,4.8415,96.415,96.0481,95.4807,final
2023-09-01,25840,LK45,41.0,8.4634,10.6098,11.9512,14.5228,12.0976,14.8675,86.25,89.5136,88.8613,final
2023-09-11,25840,LK45,41.0,10.1463,10.3195,21.6341,24.252,22.2439,25.187,98.8696,92.357,91.6359,final
2023-09-21,25840,LK45,41.0,12.7317,21.6675,31.3415,42.5967,34.9756,46.8545,66.4919,78.6008,79.1065,final
2023-10-01,25840,LK45,41.0,29.4634,42.461,52.3415,74.448,64.439,89.3154,72.6142,73.8223,74.9521,final
2023-10-11,25840,LK45,41.0,81.0976,56.4024,123.2927,120.5309,145.5366,145.7179,140.2185,102.1158,99.8836,final
2023-10-21,25840,LK45,41.0,28.0244,91.3065,138.5854,190.1699,173.561,236.9618,34.2909,74.2296,74.3277,final
2023-11-01,25840,LK45,41.0,200.0488,141.7585,309.1707,289.4675,373.4634,378.4382,139.7185,106.5794,98.7193,final
2023-11-11,25840,LK45,41.0,257.3415,130.7382,485.4146,363.8033,630.3415,508.5862,193.2702,132.5335,123.4783,final
2023-11-21,25840,LK45,41.0,101.2683,134.6268,558.6585,407.1236,728.5854,639.8902,76.1088,136.3286,113.6477,final
2023-12-01,25840,LK45,41.0,187.0976,88.8065,545.7073,354.1715,907.2195,718.087,204.7806,152.5949,125.9766,final
2023-12-11,25840,LK45,41.0,245.2439,80.8252,533.6098,304.2585,1142.3171,788.5927,291.5739,172.9817,144.2935,final
2023-12-21,25840,LK45,41.0,12.4878,64.9195,444.8293,234.5512,1142.0732,831.8447,25.0113,185.9853,136.851,final
2024-01-01,25840,LK45,41.0,89.8781,38.2098,347.6098,183.9545,1202.4878,827.5935,219.5755,184.3782,144.7585,final
2024-01-11,25840,LK45,41.0,18.9512,24.2545,121.3171,127.3837,1140.3415,795.4455,81.872,95.5841,142.8205,final
2024-01-21,25840,LK45,41.0,6.6098,26.0366,115.439,88.5008,1118.9268,730.1756,37.4067,127.3482,152.5215,final
2024-02-01,25840,LK45,41.0,3.6341,16.4992,29.1951,66.7902,922.5122,604.9163,40.1603,51.0418,151.6486,final
2024-02-11,25840,LK45,41.0,4.1951,10.7528,14.439,53.2886,669.3659,484.9309,58.3712,38.6152,137.2648,final
2024-02-21,25840,LK45,41.0,3.122,7.2797,10.9512,34.5317,571.2195,357.5837,66.1414,47.0479,158.1189,final
2024-03-01,25840,LK45,41.0,1.3902,12.0911,8.7073,30.1236,385.5122,280.8683,37.3894,46.6242,135.9764,final
2024-03-11,25840,LK45,41.0,1.0244,9.1805,5.5366,28.5512,141.2927,209.2236,42.4837,40.3012,69.013,final
2024-03-21,25840,LK45,41.0,3.9268,10.965,6.3415,32.2366,132.7317,155.2691,55.9149,38.6903,86.3632,final
2024-04-01,25840,LK45,41.0,4.9756,24.5049,9.9268,44.6504,47.8293,141.5642,33.81,36.4624,38.155,final
2024-04-11,25840,LK45,41.0,18.0732,32.3366,26.9756,67.8065,46.9512,149.6463,61.7978,47.5225,35.6734,final
2024-04-21,25840,LK45,41.0,6.7805,26.5683,29.8293,83.4098,47.122,150.178,37.3175,42.6393,35.6615,final
2024-05-01,25840,LK45,41.0,2.7073,11.1837,27.561,70.0886,46.1951,144.8626,47.6238,46.8993,36.2871,final
2024-05-11,25840,LK45,41.0,16.122,5.8089,25.6098,43.561,58.122,139.9187,195.4118,66.4845,45.4393,final
2024-05-21,25840,LK45,41.0,4.5854,2.8407,23.4146,19.8333,59.5854,135.4797,122.2522,112.0044,47.8317,final
2024-06-01,25840,LK45,41.0,1.9268,0.5837,22.6341,9.2333,60.122,123.9724,124.0536,169.6749,52.3406,final
2024-06-11,25840,LK45,41.0,0.0,0.0,6.5122,3.4244,59.0976,114.7919,100.0,123.0015,55.3702,final
2024-06-21,25840,LK45,41.0,0.0,0.0,1.9268,0.5837,55.1707,103.8268,100.0,112.6901,57.2543,final
2024-07-01,25840,LK45,41.0,0.0,0.0,0.0,0.0,50.1951,79.322,100.0,100.0,67.3912,final
2024-07-11,25840,LK45,41.0,0.0,0.0,0.0,0.0,32.122,46.9854,100.0,100.0,73.9171,final
2024-07-21,25840,LK45,41.0,0.0,0.0626,0.0,0.0626,25.3415,20.4797,98.7634,99.3779,115.9509,final
2024-08-01,25840,LK45,41.0,0.2927,0.2821,0.2927,0.3447,22.9268,9.578,100.2001,99.497,168.1824,final
2024-08-11,25840,LK45,41.0,1.9756,0.5902,2.2683,0.935,8.7805,4.3593,124.7819,112.1933,130.7893,final
2024-08-21,25840,LK45,41.0,3.9756,3.3228,6.2439,4.1951,8.1707,4.8415,107.8441,114.433,122.4322,final
2024-09-01,25840,LK45,41.0,2.9756,10.6098,8.9268,14.5228,9.2195,14.8675,51.0938,77.1807,77.2877,final
2024-09-11,25840,LK45,41.0,1.2683,10.3195,8.2195,24.252,10.4878,25.187,40.9171,53.1925,58.2255,final
2024-09-21,25840,LK45,41.0,7.2927,21.6675,11.5366,42.5967,17.7805,46.8545,46.0962,40.9466,48.8625,final
2024-10-01,25840,LK45,41.0,104.5366,42.461,113.0976,74.448,122.3171,89.3154,230.7929,145.7673,133.2291,final
2024-10-11,25840,LK45,41.0,92.8293,56.4024,204.6585,120.5309,215.1463,145.7179,159.3247,164.4504,144.586,final
2024-10-21,25840,LK45,41.0,70.1219,91.3065,267.4878,190.1699,285.2683,236.9618,78.003,138.6261,119.5603,final
2024-11-01,25840,LK45,41.0,115.8049,141.7585,278.7561,289.4675,400.7805,378.4382,82.3154,96.4232,105.7518,final
2024-11-11,25840,LK45,41.0,113.2195,130.7382,299.1463,363.8033,512.0244,508.5862,87.0938,82.703,100.663,final
2024-11-21,25840,LK45,41.0,387.1707,134.6268,616.1951,407.1236,895.2195,639.8902,280.8706,150.1222,139.2881,final
2024-12-01,25840,LK45,41.0,18.2439,88.8065,518.6342,354.1715,910.4878,718.087,24.7786,145.1608,126.4255,final
2024-12-11,25840,LK45,41.0,59.6341,80.8252,465.0488,304.2585,968.8537,788.5927,75.3091,151.165,122.5723,final
2024-12-21,25840,LK45,41.0,17.9268,64.9195,95.8049,234.5512,979.4878,831.8447,32.7903,43.2649,117.538,final
2025-01-01,25840,LK45,41.0,3.878,38.2098,81.439,183.9545,878.8293,827.5935,20.5464,47.1446,106.117,prelim
2025-01-11,25840,LK45,41.0,95.4634,24.2545,117.2683,127.3837,881.4634,795.4455,343.4122,92.6371,110.6795,prelim
2021-01-01,25833,LK51,82.0,198.6098,91.3317,514.0122,338.9537,1042.1585,946.0634,211.3632,150.1667,110.0511,final
2021-01-11,25833,LK51,82.0,138.878,74.9382,519.878,273.0159,1142.0244,962.4057,179.9866,187.2256,118.4716,final
2021-01-21,25833,LK51,82.0,79.1463,60.5951,416.6341,226.865,1139.9634,935.5984,128.2814,180.117,121.6122,final
2021-02-01,25833,LK51,82.0,69.0244,49.4809,287.0488,185.0142,1101.4268,873.7984,135.8722,152.3216,125.7557,final
2021-02-11,25833,LK51,82.0,11.0366,29.9142,159.2073,139.9902,1026.7195,793.8602,45.9314,112.8122,128.9676,final
2021-02-21,25833,LK51,82.0,5.9146,24.7293,85.9756,104.1244,973.0732,695.7683,36.7134,84.0974,139.2912,final
2021-03-01,25833,LK51,82.0,19.5122,21.3756,36.4634,76.0191,837.5244,599.987,92.9351,54.0152,138.9414,final
2021-03-11,25833,LK51,82.0,7.3049,17.102,32.7317,63.2069,711.8171,476.213,55.6731,58.3711,148.457,final
2021-03-21,25833,LK51,82.0,49.1585,18.348,75.9756,56.8256,578.5854,387.815,231.9625,128.6567,147.9545,final
2021-04-01,25833,LK51,82.0,4.2561,20.4443,60.7195,55.8943,384.2317,316.9276,36.3779,107.3226,120.5868,final
2021-04-11,25833,LK51,82.0,49.0,22.8622,102.4146,61.6545,294.3537,264.8516,193.811,156.8843,110.7338,final
2021-04-21,25833,LK51,82.0,13.8171,19.6313,67.0732,62.9378,229.0244,223.8878,76.395,105.6697,102.1962,final
2021-05-01,25833,LK51,82.0,13.878,12.8866,76.6951,55.3801,173.878,187.2935,105.5431,132.6017,93.2003,final
2021-05-11,25833,LK51,82.0,18.3049,10.0557,46.0,42.5736,181.1463,167.435,154.7912,106.5174,107.7276,final
2021-05-21,25833,LK51,82.0,7.1585,5.5224,39.3415,28.4646,182.3902,148.228,115.5495,128.2775,121.5905,final
2021-06-01,25833,LK51,82.0,4.7195,2.1756,30.1829,17.7537,167.5976,129.028,135.4521,144.7843,127.7423,final
2021-06-11,25833,LK51,82.0,0.9268,1.4972,12.8049,9.1951,161.2195,113.4232,91.2219,118.8056,138.7256,final
2021-06-21,25833,LK51,82.0,5.3293,2.9272,10.9756,6.6,117.3902,98.0024,130.301,126.3591,117.9513,final
2021-07-01,25833,LK51,82.0,29.939,10.898,36.1951,15.3224,143.0732,88.4561,219.7704,182.4282,155.4735,final
2021-07-11,25833,LK51,82.0,24.8902,12.7463,60.1585,26.5715,118.9634,78.3402,168.4305,191.8391,145.9849,final
2021-07-21,25833,LK51,82.0,9.3902,13.0394,64.2195,36.6837,114.5366,71.7484,79.7711,158.9836,152.3414,final
2021-08-01,25833,LK51,82.0,11.5732,14.2431,45.8537,40.0289,112.2317,73.1049,86.1253,111.6429,147.0813,final
2021-08-11,25833,LK51,82.0,26.0,19.2329,46.9634,46.5154,119.9268,82.2821,127.9251,100.7926,140.7931,final
2021-08-21,25833,LK51,82.0,28.2561,19.889,65.8293,53.365,141.0244,96.6488,133.6175,119.6705,141.6091,final
2021-09-01,25833,LK51,82.0,42.4878,19.2089,96.7439,58.3309,178.7927,113.6821,196.1581,156.2162,152.6435,final
2021-09-11,25833,LK51,82.0,20.5,15.5939,91.2439,54.6919,198.3659,127.7789,123.8231,156.5017,151.2321,final
2021-09-21,25833,LK51,82.0,50.7195,30.6041,113.7073,65.4069,243.7561,155.4557,156.4976,164.053,153.368,final
2021-10-01,25833,LK51,82.0,110.8049,38.3837,182.0244,84.5817,324.622,182.9415,266.9315,203.0249,173.4319,final
2021-10-11,25833,LK51,82.0,29.439,58.5959,190.9634,127.5837,329.1707,228.7911,54.1529,146.0663,142.0366,final
2021-10-21,25833,LK51,82.0,105.2317,87.4024,245.4756,184.3821,425.0122,303.1541,119.2952,131.4296,138.9132,final
2021-11-01,25833,LK51,82.0,181.8171,111.2809,316.4878,257.2793,595.2561,400.1919,160.6602,122.1523,147.5544,final
2021-11-11,25833,LK51,82.0,70.8902,109.8524,357.939,308.5358,640.1463,490.8114,66.0763,115.5095,129.8186,final
2021-11-21,25833,LK51,82.0,181.378,122.8211,434.0854,343.9545,793.2683,593.7435,145.8116,125.464,133.0479,final
2021-12-01,25833,LK51,82.0,13.7317,117.1569,266.0,349.8305,764.5122,691.6915,15.3341,76.7028,110.3779,final
2021-12-11,25833,LK51,82.0,110.3537,140.876,305.4634,380.8541,854.3659,816.9736,79.0765,80.7113,104.5216,final
2021-12-21,25833,LK51,82.0,2.3171,106.7459,126.4024,364.7789,805.9634,893.1154,6.548,36.3954,90.3498,final
2022-01-01,25833,LK51,82.0,60.5244,91.3317,173.1951,338.9537,755.6829,946.0634,68.0195,52.4984,80.087,final
2022-01-11,25833,LK51,82.0,2.9146,74.9382,65.7561,273.0159,729.1585,962.4057,9.9009,26.7674,76.0134,final
2022-01-21,25833,LK51,82.0,9.4024,60.5951,72.8415,226.865,633.3293,935.5984,21.9566,34.9741,68.0341,final
2022-02-01,25833,LK51,82.0,37.6585,49.4809,49.9756,185.0142,489.1707,873.7984,78.3,30.7545,56.4802,final
2022-02-11,25833,LK51,82.0,149.7439,29.9142,196.8049,139.9902,568.0244,793.8602,443.2116,137.8789,71.9061,final
2022-02-21,25833,LK51,82.0,17.0732,24.7293,204.4756,104.1244,403.7195,695.7683,74.2473,187.9314,58.6197,final
2022-03-01,25833,LK51,82.0,65.8171,21.3756,232.6341,76.0191,455.8049,599.987,268.4945,282.0701,76.3631,final
2022-03-11,25833,LK51,82.0,23.4634,17.102,106.3537,63.2069,368.9146,476.213,128.7819,158.9381,77.9318,final
2022-03-21,25833,LK51,82.0,2.9512,18.348,92.2317,56.8256,369.5488,387.815,34.0553,152.9828,95.4084,final
2022-04-01,25833,LK51,82.0,49.5244,20.4443,75.939,55.8943,358.5488,316.9276,214.2891,130.4195,112.731,final
2022-04-11,25833,LK51,82.0,28.4146,22.8622,80.8902,61.6545,384.0488,264.8516,119.9282,126.8452,143.3678,final
2022-04-21,25833,LK51,82.0,5.9512,19.6313,83.8902,62.9378,380.5976,223.8878,44.4606,128.7264,167.0021,final
2022-05-01,25833,LK51,82.0,10.2805,12.8866,44.6463,55.3801,353.2195,187.2935,85.4299,83.5826,184.1011,final
2022-05-11,25833,LK51,82.0,2.2683,10.0557,18.5,42.5736,205.7439,167.435,48.276,54.2097,121.5904,final
2022-05-21,25833,LK51,82.0,4.2805,5.5224,16.8293,28.4646,192.9512,148.228,88.1978,69.7505,128.265,final
2022-06-01,25833,LK51,82.0,1.6585,2.1756,8.2073,17.7537,128.7927,129.028,92.794,65.6033,99.8307,final
2022-06-11,25833,LK51,82.0,4.8659,1.4972,10.8049,9.1951,110.1951,113.4232,151.8488,108.3863,97.3846,final
2022-06-21,25833,LK51,82.0,2.439,2.9272,8.9634,6.6,109.6829,98.0024,93.8413,114.2374,110.815,final
2022-07-01,25833,LK51,82.0,7.9512,10.898,15.2561,15.3224,68.1098,88.4561,81.4646,99.7383,79.3346,final
2022-07-11,25833,LK51,82.0,2.9512,12.7463,13.3415,26.5715,42.6463,78.3402,44.8048,63.8241,59.595,final
2022-07-21,25833,LK51,82.0,65.439,13.0394,76.3415,36.6837,102.1341,71.7484,390.4725,184.9498,137.1699,final
2022-08-01,25833,LK51,82.0,54.0122,14.2431,122.4024,40.0289,145.8659,73.1049,306.6669,264.6521,187.5532,final
2022-08-11,25833,LK51,82.0,4.0732,19.2329,123.5244,46.5154,147.6707,82.2821,37.4415,236.2618,170.8573,final
2022-08-21,25833,LK51,82.0,78.7561,19.889,136.8415,53.365,222.1463,96.6488,336.5182,231.7389,217.6737,final
2022-09-01,25833,LK51,82.0,32.8902,19.2089,115.7195,58.3309,253.378,113.6821,156.5134,183.9863,212.9476,final
2022-09-11,25833,LK51,82.0,2.0122,15.5939,113.6585,54.6919,250.5244,127.7789,34.0499,191.15,189.0888,final
2022-09-21,25833,LK51,82.0,10.4268,30.6041,45.3293,65.4069,258.5122,155.4557,43.3288,73.3743,162.2865,final
2022-10-01,25833,LK51,82.0,37.2439,38.3837,49.6829,84.5817,287.8049,182.9415,97.3727,63.102,154.3499,final
2022-10-11,25833,LK51,82.0,97.5976,58.5959,145.2683,127.5837,382.4512,228.7911,161.3272,112.8537,164.3492,final
2022-10-21,25833,LK51,82.0,87.1463,87.4024,221.9878,184.3821,404.1585,303.1541,99.7228,119.3463,132.2539,final
2022-11-01,25833,LK51,82.0,212.5366,111.2809,397.2805,257.2793,562.6829,400.1919,187.0785,152.3801,139.6134,final
2022-11-11,25833,LK51,82.0,76.0732,109.8524,375.7561,308.5358,634.6829,490.8114,70.589,121.1029,128.7277,final
2022-11-21,25833,LK51,82.0,3.1341,122.8211,291.7439,343.9545,559.061,593.7435,6.3637,85.2494,94.2554,final
2022-12-01,25833,LK51,82.0,154.1585,117.1569,233.3659,349.8305,680.3293,691.6915,130.2902,67.6335,98.3807,final
2022-12-11,25833,LK51,82.0,137.8049,140.876,295.0976,380.8541,816.122,816.9736,97.8947,78.0592,99.897,final
2022-12-21,25833,LK51,82.0,148.0732,106.7459,440.0366,364.7789,953.7683,893.1154,136.9832,120.0806,106.716,final
